case_id,WEEK_NUM,target,actualdpdtolerance_344P,amtinstpaidbefduel24m_4187115A,annuity_780A,annuitynextmonth_57A,applicationcnt_361L,applications30d_658L,applicationscnt_1086L,applicationscnt_464L,applicationscnt_629L,applicationscnt_867L,avgdbddpdlast24m_3658932P,avgdbddpdlast3m_4187120P,avgdbdtollast24m_4525197P,avgdpdtolclosure24_3658938P,avginstallast24m_3658937A,avglnamtstart24m_4525187A,avgmaxdpdlast9m_3716943P,avgoutstandbalancel6m_4187114A,avgpmtlast12m_4525200A,bankacctype_710L,cardtype_51L,clientscnt12m_3712952L,clientscnt3m_3712950L,clientscnt6m_3712949L,clientscnt_100L,clientscnt_1022L,clientscnt_1071L,clientscnt_1130L,clientscnt_157L,clientscnt_257L,clientscnt_304L,clientscnt_360L,clientscnt_493L,clientscnt_533L,clientscnt_887L,clientscnt_946L,cntincpaycont9m_3716944L,cntpmts24_3658933L,commnoinclast6m_3546845L,credamount_770A,credtype_322L,currdebt_22A,currdebtcredtyperange_828A,datefirstoffer_1144D,datelastinstal40dpd_247D,datelastunpaid_3546854D,daysoverduetolerancedd_3976961L,deferredmnthsnum_166L,disbursedcredamount_1113A,disbursementtype_67L,downpmt_116A,dtlastpmtallstes_4499206D,eir_270L,equalitydataagreement_891L,firstclxcampaign_1125D,firstdatedue_489D,homephncnt_628L,inittransactionamount_650A,inittransactioncode_186L,interestrate_311L,isbidproduct_1095L,isdebitcard_729L,lastactivateddate_801D,lastapplicationdate_877D,lastapprcommoditycat_1041M,lastapprcredamount_781A,lastapprdate_640D,lastcancelreason_561M,lastdelinqdate_224D,lastrejectcommoditycat_161M,lastrejectcommodtypec_5251769M,lastrejectcredamount_222A,lastrejectdate_50D,lastrejectreason_759M,lastrejectreasonclient_4145040M,lastst_736L,maininc_215A,mastercontrelectronic_519L,mastercontrexist_109L,maxannuity_159A,maxdbddpdlast1m_3658939P,maxdbddpdtollast12m_3658940P,maxdbddpdtollast6m_4187119P,maxdebt4_972A,maxdpdfrom6mto36m_3546853P,maxdpdinstldate_3546855D,maxdpdinstlnum_3546846P,maxdpdlast12m_727P,maxdpdlast24m_143P,maxdpdlast3m_392P,maxdpdlast6m_474P,maxdpdlast9m_1059P,maxdpdtolerance_374P,maxinstallast24m_3658928A,maxlnamtstart6m_4525199A,maxoutstandbalancel12m_4187113A,maxpmtlast3m_4525190A,mindbddpdlast24m_3658935P,mindbdtollast24m_4525191P,mobilephncnt_593L,monthsannuity_845L,numactivecreds_622L,numactivecredschannel_414L,numactiverelcontr_750L,numcontrs3months_479L,numincomingpmts_3546848L,numinstlallpaidearly3d_817L,numinstls_657L,numinstlsallpaid_934L,numinstlswithdpd10_728L,numinstlswithdpd5_4187116L,numinstlswithoutdpd_562L,numinstmatpaidtearly2d_4499204L,numinstpaid_4499208L,numinstpaidearly3d_3546850L,numinstpaidearly3dest_4493216L,numinstpaidearly5d_1087L,numinstpaidearly5dest_4493211L,numinstpaidearly5dobd_4499205L,numinstpaidearly_338L,numinstpaidearlyest_4493214L,numinstpaidlastcontr_4325080L,numinstpaidlate1d_3546852L,numinstregularpaid_973L,numinstregularpaidest_4493210L,numinsttopaygr_769L,numinsttopaygrest_4493213L,numinstunpaidmax_3546851L,numinstunpaidmaxest_4493212L,numnotactivated_1143L,numpmtchanneldd_318L,numrejects9m_859L,opencred_647L,paytype1st_925L,paytype_783L,pctinstlsallpaidearl3d_427L,pctinstlsallpaidlat10d_839L,pctinstlsallpaidlate1d_3546856L,pctinstlsallpaidlate4d_3546849L,pctinstlsallpaidlate6d_3546844L,pmtnum_254L,posfpd10lastmonth_333P,posfpd30lastmonth_3976960P,posfstqpd30lastmonth_3976962P,price_1097A,sellerplacecnt_915L,sellerplacescnt_216L,sumoutstandtotal_3546847A,sumoutstandtotalest_4493215A,totaldebt_9A,totalsettled_863A,totinstallast1m_4525188A,twobodfilling_608L,typesuite_864L,validfrom_1069D,assignmentdate_238D,birthdate_574D,dateofbirth_337D,days120_123L,days180_256L,days30_165L,days360_512L,days90_310L,education_1103M,firstquarter_103L,fourthquarter_440L,maritalst_385M,numberofqueries_373L,pmtaverage_3A,pmtcount_693L,pmtscount_423L,pmtssum_45A,responsedate_1012D,riskassesment_302T,riskassesment_940T,secondquarter_766L,thirdquarter_1082L,min_annuity_853A,max_annuity_853A,mean_annuity_853A,max_currdebt_94A,mean_currdebt_94A,sum_currdebt_94A,max_mainoccupationinc_437A,mean_mainoccupationinc_437A,sum_mainoccupationinc_437A,mean_cancelreason_3545846M,PREDICTIONS
907,1,0.0,,,1082.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,CA,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14000.0,CAL,0.0,0.0,,,,,0.0,14000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,18.0,0.0,,,,0.0,0.0,,,0.0,0.0,,FO,AL,,,-15381.0,-15381.0,0.0,0.0,0.0,1.0,0.0,a55475b1,0.0,0.0,3439d993,1.0,,,4.0,2180.8,14.0,,,1.0,0.0,,,,,,,,,,,0.10879499578610612
908,1,0.0,,,3298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13000.0,CAL,0.0,0.0,,,,,0.0,13000.0,GBA,0.0,,0.2499,,,,1.0,,CASH,0.2499,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,-16780.0,,,,,,,a55475b1,,,a55475b1,,0.0,0.0,,,14.0,,,,,,,,,,,,,,,0.15487922004760918
909,1,0.0,0.0,,1709.2001,755.8,0.0,4.0,0.0,0.0,0.0,7.0,-26.0,,,0.0,750.60004,,0.0,,,CA,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,40000.0,CAL,0.0,0.0,,,,0.0,0.0,40000.0,GBA,0.0,,0.45,True,,-23.0,0.0,,CASH,0.45,False,,-46.0,14.0,P12_6_178,2000.0,-53.0,P180_60_137,,a55475b1,a55475b1,46000.0,12.0,P129_162_80,a55475b1,T,41396.6,0.0,0.0,773.0,-28.0,-24.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,750.60004,,,,-28.0,,3.0,1.0,1.0,0.0,0.0,7.0,3.0,3.0,3.0,2.0,0.0,,2.0,,,3.0,,3.0,,,3.0,,,0.0,3.0,,0.0,,0.0,,0.0,0.0,9.0,True,OTHER,OTHER,1.5,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,,2.0,3.0,0.0,,0.0,2257.0,,FO,AL,,-224.0,-19582.0,-19582.0,1.0,1.0,1.0,1.0,1.0,a55475b1,0.0,1.0,a55475b1,1.0,3158.0334,6.0,,,12.0,2% - 3%,1.0759689,0.0,0.0,750.60004,5315.8003,3178.3818854545457,0.0,0.0,0.0,73179.4,48060.83636363636,528669.2,,0.010689298555089703
910,1,0.0,,,4270.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,54000.0,CAL,0.0,0.0,,,,,0.0,54000.0,GBA,0.0,,0.45,,,,1.0,,CASH,0.45,False,,,-146.0,a55475b1,,,P94_109_143,,a55475b1,a55475b1,54000.0,-146.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,False,OTHER,OTHER,,,,,,24.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,-2751.0,-22321.0,-22321.0,11.0,13.0,2.0,22.0,8.0,c8e1a1d0,4.0,7.0,3439d993,22.0,8727.101,6.0,,,14.0,,,9.0,5.0,2493.8,3302.2,2938.1999999999994,,,0.0,38000.0,25000.0,75000.0,,2.6833156004423195e-05
911,1,0.0,,,8377.4,0.0,0.0,0.0,0.0,7.0,1.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,84000.0,CAL,0.0,0.0,,,,,0.0,84000.0,GBA,0.0,,0.2999,,,,1.0,,CASH,0.2999,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,12.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,BO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011092609648365429
912,1,0.0,,,1678.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16000.0,CAL,0.0,0.0,,,,,0.0,16000.0,GBA,0.0,,0.45,,,,1.0,,CASH,0.45,False,,,14.0,a55475b1,,,P11_56_131,,a55475b1,a55475b1,15800.0,-634.0,P94_109_143,a55475b1,T,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,-1090.0,-22290.0,-22290.0,2.0,2.0,1.0,4.0,1.0,6b2ae0fa,2.0,1.0,b6cabe76,4.0,6827.9663,6.0,,,11.0,,,2.0,1.0,1874.6,3769.0,3084.0,,,0.0,45000.0,26750.0,107000.0,,0.0012566138273008443
913,1,1.0,,,4726.4,0.0,0.0,0.0,0.0,192.0,40.0,2.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,74000.0,CAL,0.0,0.0,,,,,0.0,74000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,-60.0,a55475b1,,,P94_109_143,,a55475b1,a55475b1,100000.0,-60.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,False,OTHER,OTHER,,,,,,24.0,0.0,,,,1.0,2.0,,,0.0,0.0,,FO,AL,,,-16752.0,-16752.0,5.0,5.0,1.0,7.0,3.0,6b2ae0fa,1.0,4.0,3439d993,7.0,,,7.0,8916.885,14.0,,,4.0,1.0,6706.2,7051.0,6878.6,,,0.0,196000.0,106000.0,212000.0,,0.02104580170523155
914,1,0.0,,,3797.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,60000.0,CAL,0.0,0.0,,,,,0.0,60000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,36.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,-14620.0,-14620.0,0.0,0.0,0.0,0.0,0.0,a55475b1,0.0,0.0,a55475b1,0.0,,,5.0,6902.646,14.0,,,0.0,0.0,,,,,,,,,,,0.0005809816410311271
915,1,0.0,,,12423.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,100000.0,CAL,0.0,0.0,,,,,0.0,100000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,-53.0,a55475b1,,,P94_109_143,,a55475b1,a55475b1,200000.0,-53.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,False,OTHER,OTHER,,,,,,18.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,-10936.0,-10936.0,7.0,7.0,0.0,9.0,5.0,a55475b1,1.0,11.0,a55475b1,9.0,,,11.0,6221.6,14.0,,,2.0,5.0,15412.2,15412.2,15412.2,,,0.0,16000.0,16000.0,16000.0,,0.07819240628391048
916,2,0.0,0.0,,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,100000.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,0.0,0.0,NDF,,False,False,,-1542.0,a55475b1,,,a55475b1,,a55475b1,a55475b1,100000.0,-1542.0,a55475b1,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,,BO,AL,,,,,,,,,,,,,,,,,,,,,,,,10501.2,10501.2,10501.2,0.0,0.0,0.0,100000.0,100000.0,100000.0,,0.01033602597568069
917,1,0.0,,,3654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,,,,60900.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,0.0,0.0,NDF,,False,False,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,-9355.0,-9355.0,2.0,2.0,1.0,4.0,2.0,717ddd49,0.0,2.0,3439d993,4.0,,,6.0,6891.0,14.0,3% - 4%,0.7369409,2.0,0.0,,,,,,,,,,,0.0007659291269273857
918,1,0.0,,,4977.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,54000.0,CAL,0.0,0.0,,,,,0.0,54000.0,GBA,0.0,,0.2999,True,,,0.0,,CASH,0.2999,False,,,6.0,a55475b1,,,P94_109_143,,a55475b1,a55475b1,60000.0,6.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,False,OTHER,OTHER,,,,,,18.0,1.0,0.0,,,1.0,1.0,,,0.0,0.0,,BO,AL,,,,,,,,,,,,,,,,,,,,,,,,4154.8003,4154.8003,4154.8003,,,0.0,56000.0,56000.0,56000.0,,0.0024612368038956513
919,1,0.0,,,600.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,,,,6090.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,1.0,0.0,NDF,,False,False,,-1929.0,a55475b1,,,a55475b1,,a55475b1,a55475b1,60000.0,-1929.0,a55475b1,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,,0.0,0.0,,,0.0,1.0,,,0.0,0.0,,FO,AL,,,-11394.0,-11394.0,0.0,0.0,0.0,2.0,0.0,a55475b1,1.0,0.0,a55475b1,2.0,,,8.0,8134.1,14.0,,,2.0,2.0,3833.4001,3833.4001,3833.4001,,,0.0,24000.0,13200.0,26400.0,,0.00043651017604720457
920,1,0.0,,,2436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,40600.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,0.0,0.0,NDF,,False,False,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,-10663.0,-10663.0,6.0,11.0,2.0,15.0,5.0,6b2ae0fa,2.0,3.0,a7fcb6e5,15.0,,,8.0,20630.615,14.0,,,2.0,8.0,,,,,,,,,,,0.0009248470823402765
921,1,0.0,0.0,,974.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16240.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,1.0,0.0,NDF,,False,False,,-1171.0,a55475b1,,,P73_130_169,,a55475b1,a55475b1,,,a55475b1,a55475b1,T,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,,FO,AL,,,-15260.0,-15260.0,0.0,0.0,0.0,0.0,0.0,a55475b1,0.0,0.0,a55475b1,0.0,,,5.0,5023.2,14.0,,,0.0,0.0,1703.4,1703.4,1703.4,0.0,0.0,0.0,12000.0,12000.0,12000.0,,0.005677450906136184
922,1,0.0,,,2590.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,30000.0,CAL,0.0,0.0,,,,,0.0,30000.0,GBA,0.0,,0.2999,,,,1.0,,CASH,0.2999,False,,,-4170.0,a55475b1,,,a55475b1,,a55475b1,a55475b1,12016.0,-4170.0,a55475b1,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,18.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,-12825.0,-12825.0,6.0,6.0,2.0,7.0,3.0,6b2ae0fa,4.0,1.0,3439d993,7.0,,,2.0,2937.658,14.0,,,2.0,3.0,3576.0,3576.0,3576.0,,,0.0,24000.0,24000.0,24000.0,,0.0012162366981355876
923,1,0.0,0.0,,2439.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20000.0,CAL,0.0,0.0,,,,,0.0,20000.0,GBA,0.0,,0.45,,,,2.0,,CASH,0.45,False,,,-900.0,a55475b1,,,P24_27_36,,a55475b1,a55475b1,8000.0,-1561.0,a55475b1,a55475b1,T,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,12.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,-26065.0,,,,,,,a55475b1,,,a55475b1,,,,,,14.0,,,,,630.0,1255.6,965.1999999999999,0.0,0.0,0.0,13600.0,10900.0,43600.0,,0.00018291851481796328
924,1,0.0,,,3634.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,34000.0,CAL,0.0,0.0,,,,,0.0,34000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,18.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,-8754.0,-25334.0,,,,,,,a55475b1,,,a55475b1,,5882.3335,5.0,,,14.0,,,,,,,,,,,,,,,0.00394845638606812
925,1,0.0,,,6387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100000.0,CAL,0.0,0.0,,,,,0.0,100000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,24.0,0.0,,,,0.0,0.0,,,0.0,0.0,,FO,AL,,-51.0,-21439.0,,,,,,,a55475b1,,,a55475b1,,1911.3,2.0,,,14.0,,,,,,,,,,,,,,,0.0026936662739159107
926,1,0.0,,,3654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,60900.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,0.0,0.0,NDF,,False,False,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,BO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009966770136671752
927,2,0.0,,,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,100000.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,0.0,0.0,NDF,,False,False,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,BO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3409653737627344
928,1,0.0,0.0,,1987.6,0.0,0.0,2.0,0.0,101.0,23.0,5.0,3.0,,,3.0,100000.0,,3.0,,,CA,,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,1.0,1.0,0.0,11000.0,CAL,0.0,0.0,,,-74.0,3.0,0.0,11000.0,GBA,0.0,,0.45,True,,-74.0,0.0,,CASH,0.45,False,,-64.0,14.0,a55475b1,100000.0,-74.0,P198_89_166,,a55475b1,a55475b1,,,a55475b1,a55475b1,T,52000.0,0.0,0.0,100000.0,,3.0,,0.0,0.0,-74.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,100000.0,,,,3.0,,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,,,1.0,1.0,,0.0,,0.0,,0.0,0.0,0.0,True,OTHER,OTHER,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,100000.0,,FO,AL,,,-8745.0,-8745.0,7.0,7.0,4.0,10.0,7.0,6b2ae0fa,3.0,5.0,a7fcb6e5,10.0,,,6.0,16422.102,9.0,,,2.0,0.0,0.0,6392.8003,2381.2001,0.0,0.0,0.0,52000.0,44000.0,132000.0,,0.06723692831915926
929,1,0.0,,,2219.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,20000.0,CAL,0.0,0.0,,,,,0.0,20000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,-398.0,a55475b1,,,P94_109_143,,P12_6_178,a55475b1,18276.0,-398.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,12.0,0.0,,,,0.0,1.0,,,0.0,0.0,,FO,AL,,,-13830.0,-13830.0,1.0,2.0,0.0,2.0,1.0,6b2ae0fa,2.0,6.0,3439d993,2.0,,,12.0,27348.99,14.0,,,0.0,1.0,2316.4001,2316.4001,2316.4001,,,0.0,40000.0,40000.0,40000.0,,0.008721979063288823
